3.40406,6.62577
5.10609,14.7239
10.2122,20.9816
15.3183,29.0798
18.7223,32.7607
22.1264,34.9693
27.2325,35.3374
32.3386,35.3374
35.7427,36.0736
40.8488,37.546
47.6569,37.546
51.0609,39.7546
52.763,41.5951
54.465,43.4356
59.5711,44.908
64.6772,46.3804
69.7833,47.1166
78.2935,47.1166
83.3995,47.4847
88.5056,47.1166
91.9097,46.7485
97.0158,48.589
107.228,49.3252
112.334,50.0613
117.44,48.9571
119.142,47.8528
127.652,48.2209
132.758,47.8528
136.163,46.3804
137.865,42.3313
139.567,40.4908
141.269,39.3865
144.673,40.8589
148.077,43.0675
149.779,44.5399
154.885,44.908
158.289,46.3804
161.693,47.1166
166.799,48.2209
170.203,46.7485
177.011,45.6442
180.415,43.4356
182.117,42.3313
187.223,43.8037
190.628,43.4356
195.734,44.908
199.138,43.8037
205.946,43.0675
211.052,44.1718
214.456,40.8589
226.37,45.2761
229.774,47.1166
233.178,47.8528
243.391,47.1166
246.795,48.2209
257.007,48.2209
260.411,49.6933
263.815,48.589
267.219,46.7485
279.133,44.908
280.835,43.0675
285.941,34.9693
296.153,29.4479
302.962,40.1227
308.068,43.8037
313.174,45.6442
321.684,47.4847
328.492,51.1656
331.896,54.8466
335.3,57.0552
340.406,58.5276
348.916,59.2638
354.023,58.5276
362.533,57.4233
376.149,57.4233
381.255,55.5828
386.361,57.4233
393.169,57.0552
396.573,56.319
401.679,57.7914
406.786,58.5276
415.296,58.1595
422.104,60.3681
432.316,58.8957
442.528,58.1595
452.74,58.1595
468.059,58.1595
478.271,54.8466
495.291,55.2147
503.801,54.4785
519.12,54.1104
527.63,55.5828
548.054,55.9509
565.074,52.638
576.989,52.2699
582.095,50.7975
583.797,48.589
592.307,48.2209
594.009,49.3252
599.115,48.9571
602.519,47.8528
605.923,49.3252
611.029,48.2209
612.731,46.3804
619.54,51.1656
628.05,54.4785
634.858,55.5828
636.56,52.638
639.964,48.2209
643.368,46.0123
646.772,49.3252
651.878,52.638
658.686,51.1656
663.792,52.638
675.707,52.2699
680.813,49.6933
687.621,50.0613
694.429,52.2699
702.939,55.2147
714.853,57.7914
716.555,59.2638
726.767,56.319
728.47,54.1104
738.682,51.1656
743.788,47.4847
750.596,24.6626
755.702,8.83436
764.212,0.0
