19.4118,0
31.0588,20.8293
38.8235,15.3659
42.7059,19.8049
46.5882,22.878
54.3529,15.7073
58.2353,24.5854
81.5294,25.6098
97.0588,30.3902
108.706,31.7561
112.588,30.7317
120.353,16.7317
124.235,0
159.176,0
170.824,25.9512
178.588,25.9512
190.235,18.0976
201.882,46.439
225.176,54.6341
244.588,56.3415
260.118,53.9512
267.882,52.2439
283.412,55.6585
287.294,51.9024
298.941,49.1707
314.471,34.8293
326.118,19.4634
333.882,0
345.529,0
349.412,11
357.176,29.3659
364.941,34.8293
380.471,36.1951
388.235,29.7073
392.118,10.5854
407.647,0
418,30.0488
427.059,25.9512
430.941,0
446.471,0
454.235,18
462,36.1951
493.059,34.4878
504.706,0
520.235,11.6098
531.882,25.6098
551.294,20.8293
555.176,0
566.824,0
570.706,11
578.471,17.7561
586.235,17.0732
594,19.122
605.647,23.2195
613.412,26.2927
621.176,0
640.588,0
656.118,24.9268
667.765,25.9512
679.412,0
694.941,0
710.471,21.8537
722.118,15.7073
726,0
733.765,10.9268
745.412,28
753.176,28
764.824,0
772.588,19.8049
784.235,28.6829
795.882,28
803.647,33.4634
815.294,33.4634
823.059,30.0488
830.824,29.0244
838.588,19.122
850.235,25.9512
858,28.6829
869.647,24.9268
881.294,28.6829
896.824,27.6585
912.353,25.2683
916.235,21.8537
927.882,24.9268
943.412,24.9268
951.176,22.878
955.059,0
974.471,28
986.118,26.6341
1009.41,24.9268
1017.18,21.1707
1021.06,0
1048.24,0
1056,21.8537
1071.53,28
1079.29,23.561
1083.18,10.2439
1087.06,8.19512
1102.59,0
1106.47,11
1114.24,21.1707
1129.76,26.6341
1145.29,26.2927
1153.06,0
1164.71,0
1176.35,23.2195
1188,0
1199.65,0
1203.53,11
1211.29,21.1707
1222.94,21.5122
1234.59,16.3902
1246.24,0
1257.88,1.02439
1261.76,8.53659
1281.18,23.561
1292.82,24.5854
1300.59,28.6829
1308.35,22.1951
1312.24,0
1339.41,0
1347.18,21.8537
1366.59,0
1389.88,0
1397.65,21.5122
1405.41,16.3902
1420.94,21.8537
1428.71,16.0488
1432.59,24.2439
1452,25.9512
1455.88,30.0488
1463.65,30.7317
1479.18,30.7317
1490.82,20.1463
1494.71,0
1529.65,0
1537.41,20.8293
1549.06,26.2927
1556.82,19.8049
1572.35,46.439
1584,47.122
1595.65,54.2927
1611.18,56.3415
1626.71,53.9512
1634.47,52.2439
1653.88,55.3171
1657.76,50.878
1673.29,44.7317
1692.71,26.2927
1704.35,0
1716,0
1719.88,11
1727.65,31.0732
1739.29,35.1707
1750.94,35.5122
1762.59,18.7805
1766.47,0
1774.24,14.3415
1789.76,29.0244
1797.53,9.90244
1813.06,0
1824.71,28.3415
1832.47,35.8537
1863.53,34.1463
1867.41,14.6829
1875.18,0
